CONCEPTICON_ID,CONCEPTICON_GLOSS_x,CHINESE,CHINESE_RT_MEAN,CHINESE_RT_ZSCORE,CHINESE_STROKE,LINE_IN_SOURCE_x,CONCEPTICON_GLOSS_y,ENGLISH,ENGLISH_VALENCE_MEAN,ENGLISH_AROUSAL_MEAN,ENGLISH_DOMINANCE_MEAN,LINE_IN_SOURCE_y
1258,FINGERNAIL,指甲,644.02325,-0.6487133951196837,14.0,6880,FINGERNAIL,fingernail,0.418,0.415,0.153,6711
1262,BROTHER,兄弟,613.3282926829268,-0.7172974059951276,12.0,3192,BROTHER,brother,0.823,0.361,0.546,2204
1263,SISTER,姊妹,810.5276923076923,-0.0129665553078262,15.0,5790,SISTER,sister,0.916,0.324,0.562,16077
1264,CHANGE,变,695.5076190476191,-0.5442306648159233,8.0,159,CHANGE,change,0.625,0.575,0.606,2796
1266,BRIDE,新娘,681.4458536585365,-0.511989011648422,23.0,9612,BRIDE,bride,0.84,0.708,0.579,2147
127,EXTINGUISH,灭,659.9542857142856,-0.5645037331207776,5.0,866,EXTINGUISH,extinguish,0.24,0.576,0.482,6345
1273,CANDLE,蜡烛,688.887435897436,-0.5372322802835169,24.0,10088,CANDLE,candle,0.602,0.221,0.344,2480
1275,ANSWER,回答,637.3814634146343,-0.6876129362497683,18.0,4302,ANSWER,answer,0.537,0.373,0.661,729
1278,VOMIT,呕吐,655.53775,-0.6346678440354244,13.0,10689,VOMIT,vomit,0.073,0.569,0.188,19353
1280,FALL,倒塌,800.12375,-0.1233950036048073,23.0,7493,FALL,fall,0.177,0.657,0.221,6444
1281,PRISON,监狱,691.6987804878048,-0.5120079933814836,19.0,11034,PRISON,prison,0.112,0.677,0.491,13650
1283,TODAY,今天,581.9024999999999,-0.8402794990270014,8.0,2457,TODAY,today,0.806,0.306,0.362,18050
1284,BANK,银行,621.4107692307693,-0.7227853154482979,17.0,8949,BANK,bank,0.562,0.327,0.675,1378
1285,IMPORTANT,重要,656.5485365853659,-0.5838693109309315,18.0,7379,IMPORTANT,important,0.827,0.63,0.836,8878
1289,BABY,婴儿,698.4156097560974,-0.4375289531843646,13.0,10740,BABY,baby,0.837,0.365,0.455,1271
1291,BACK,后背,694.2065000000001,-0.4304245701584685,15.0,4272,BACK,back,0.438,0.353,0.336,1278
1293,MISTAKE,错误,655.3390243902437,-0.5750484722267798,22.0,11808,MISTAKE,mistake,0.208,0.585,0.102,11190
1295,STICK,拐杖,732.9312499999999,-0.3978247590972411,15.0,6027,STICK,stick,0.396,0.364,0.382,16908
1297,LEG,腿,680.4186842105262,-0.5593369921996352,13.0,658,LEG,leg,0.51,0.373,0.313,10110
1298,NEWSPAPER,报纸,631.815,-0.697556465432116,14.0,5236,NEWSPAPER,newspaper,0.602,0.283,0.444,11736
1299,COFFEE,咖啡,649.3420000000001,-0.6494620772187478,19.0,5729,COFFEE,coffee,0.823,0.418,0.309,3248
1300,COUNTRY,国家,643.19975,-0.6966689274991638,18.0,5740,COUNTRY,country,0.698,0.394,0.693,3976
1303,FINGER,手指,657.4870731707316,-0.552821857274945,13.0,2802,FINGER,finger,0.321,0.264,0.291,6710
1304,CHILD (YOUNG HUMAN),儿童,625.3,-0.7449616929483807,14.0,2062,CHILD (YOUNG HUMAN),kids,0.837,0.5,0.417,9834
1305,CHIMNEY,烟囱,808.1137837837838,-0.0550298855340701,17.0,7942,CHIMNEY,chimney,0.583,0.286,0.225,2931
1307,LANGUAGE,语言,678.0761904761906,-0.5606002907527444,16.0,11462,LANGUAGE,language,0.677,0.337,0.704,9975
131,FESTIVAL,派对,628.6941463414635,-0.7091200994008653,14.0,7038,FESTIVAL,festival,0.87,0.706,0.714,6623
1310,CLEVER,聪明,592.14,-0.7781071480804851,23.0,10255,CLEVER,clever,0.896,0.353,0.729,3132
1312,FOX,狐狸,654.5287179487178,-0.5818725976444767,18.0,6269,FOX,fox,0.323,0.555,0.491,7088
1313,MOON,月亮,662.6512500000001,-0.5330111830517613,13.0,2904,MOON,moon,0.673,0.233,0.547,11332
1320,APPLE,苹果,634.5163414634145,-0.6608892981634891,16.0,7310,APPLE,apple,0.811,0.3,0.264,831
1322,BREAKFAST,早餐,610.4882500000001,-0.7377165196737329,22.0,4557,BREAKFAST,breakfast,0.885,0.33,0.429,2117
1325,FRIEND,朋友,563.2812500000001,-0.9145558114336656,12.0,6108,FRIEND,friend,0.906,0.413,0.573,7169
1329,TOMORROW,明天,602.6356097560974,-0.7952648210694488,12.0,6084,TOMORROW,tomorrow,0.792,0.377,0.407,18076
1331,SHEEP,绵羊,658.4057499999998,-0.5887970731613844,17.0,11213,SHEEP,sheep,0.604,0.206,0.161,15828
1332,NEIGHBOUR,邻居,590.0175609756097,-0.8233047193578166,15.0,6491,NEIGHBOUR,neighbor,0.657,0.448,0.434,11675
1333,NECK,脖子,705.1011904761906,-0.4290122030537329,14.0,8822,NECK,neck,0.541,0.245,0.345,11639
1334,GUTS,肠,765.3012500000001,-0.3394975690488082,7.0,898,GUTS,guts,0.592,0.649,0.582,7948
1338,PEACE,和平,647.2292682926831,-0.654797911859134,13.0,5718,PEACE,peace,0.939,0.156,0.613,12711
1339,MORNING,早晨,634.5517073170731,-0.6656654878828769,17.0,4554,MORNING,morning,0.688,0.235,0.444,11364
134,FAULT,过失,657.0576923076923,-0.5664019575833813,11.0,5448,FAULT,fault,0.188,0.558,0.184,6533
1342,SUMMER,夏天,688.701052631579,-0.507496277483137,14.0,7604,SUMMER,summer,0.812,0.373,0.55,17266
1343,SUN,太阳,675.3704761904761,-0.5890687926292347,10.0,2691,SUN,sun,0.877,0.4,0.681,17275
1346,THROAT,喉咙,709.869,-0.4187137056696857,20.0,9019,THROAT,throat,0.35,0.538,0.346,17925
1349,CHURCH,教堂,632.3104761904763,-0.6643040324851546,22.0,8582,CHURCH,church,0.708,0.198,0.61,3005
1350,MONKEY,猴子,691.0752631578947,-0.5465126620733083,15.0,9269,MONKEY,monkey,0.548,0.449,0.283,11300
1356,NUMBER,数字,608.4010000000002,-0.7504283615163102,19.0,9601,NUMBER,number,0.406,0.231,0.471,11919
1358,ENEMY,敌人,726.1115384615385,-0.3792716650707905,12.0,7768,ENEMY,enemy,0.135,0.794,0.591,5895
1360,DUCK,鸭,683.7574358974359,-0.4747431479629796,10.0,1015,DUCK,duck,0.594,0.337,0.236,5502
1361,TOOL,工具,678.7014285714286,-0.4862418455755258,11.0,2270,TOOL,tool,0.49,0.35,0.594,18087
1365,KITCHEN,厨房,620.91575,-0.6987225741097688,20.0,9005,KITCHEN,kitchen,0.7,0.234,0.398,9867
1367,CROSS,越过,707.3397435897435,-0.3310201305903374,18.0,9438,CROSS,cross,0.448,0.321,0.569,4149
1368,BREAD,面包,594.1619512195123,-0.7658022571097264,14.0,7416,BREAD,bread,0.66,0.314,0.342,2109
1369,GOLD,金,683.4058974358975,-0.5538419073564261,8.0,226,GOLD,gold,0.939,0.686,0.692,7608
1371,KNEE,膝盖,670.244054054054,-0.5447046233576914,26.0,10256,KNEE,knee,0.52,0.245,0.396,9875
1374,RING,戒指,686.1346341463413,-0.492410130089254,16.0,5166,RING,ring,0.677,0.427,0.464,15012
1375,WINDOW,窗户,697.5251219512197,-0.4348713395541189,16.0,9324,WINDOW,window,0.542,0.276,0.385,19688
1379,TELEPHONE,电话,618.4165853658537,-0.804890244544041,13.0,3843,TELEPHONE,telephone,0.694,0.52,0.425,17707
138,BATHE,洗澡,728.64475,-0.3938689129816299,25.0,7019,BATHE,bathe,0.677,0.294,0.371,1474
1380,TOOTH,牙齿,681.25625,-0.5064065885677469,12.0,3033,TOOTH,tooth,0.439,0.25,0.367,18092
1381,SHOE,鞋子,609.0466666666669,-0.759460459489753,18.0,10298,SHOE,shoe,0.517,0.225,0.288,15886
1383,GRANDFATHER,祖父,635.8100000000001,-0.6408769861919803,13.0,8030,GRANDFATHER,grandfather,0.827,0.279,0.586,7701
1386,LION,狮子,650.6345000000001,-0.6087947014226088,12.0,11003,LION,lion,0.532,0.717,0.682,10291
1387,ARRIVE,到达,744.0635,-0.4082559656837498,14.0,5601,ARRIVE,arrive,0.837,0.406,0.585,966
1388,SHADE,影子,709.7410256410253,-0.4749130183580572,18.0,10153,SHADE,shadow,0.302,0.343,0.158,15775
1390,WRONG,错,686.1119512195121,-0.4971768270885643,13.0,971,WRONG,wrong,0.042,0.582,0.48,19866
1391,TOWN,城镇,729.2828947368421,-0.4031666602775001,24.0,6704,TOWN,town,0.551,0.299,0.627,18155
1394,BONE,骨头,638.9478048780488,-0.619205980258503,14.0,8286,BONE,bone,0.337,0.37,0.413,1955
1396,SHARP,锋利,734.0221428571431,-0.355341394113577,19.0,11798,SHARP,sharp,0.459,0.585,0.585,15808
140,PADDY FIELD,稻田,713.0297297297299,-0.3661640086132341,20.0,10243,PADDY FIELD,paddy,0.653,0.33,0.33,12438
1402,BREAST,乳房,726.3447368421054,-0.3589399897595935,16.0,5508,BREAST,breast,0.753,0.429,0.5,2123
1405,NAME,名字,659.0478048780486,-0.6103471550073216,12.0,4250,NAME,name,0.573,0.3,0.415,11569
1407,BREATHE,呼吸,702.9065,-0.386259378518365,14.0,5707,BREATHE,breathe,0.833,0.373,0.518,2125
1408,HEAR,听见,712.4518421052632,-0.4935835339931269,11.0,5001,HEAR,hear,0.76,0.429,0.444,8186
1409,SEE,看见,601.5807500000001,-0.7985771377829709,13.0,7164,SEE,see,0.635,0.269,0.312,15615
1412,RUDE,蛮横,916.8154999999996,0.1745983083004562,27.0,9399,RUDE,rude,0.061,0.821,0.402,15167
1413,PLAY,玩,635.2225,-0.6879612561267232,8.0,211,PLAY,play,0.812,0.765,0.358,13165
1414,SQUEEZE,挤压,754.4931578947368,-0.2852847664794805,15.0,10841,SQUEEZE,squeeze,0.458,0.676,0.532,16734
1418,DIG,刨,797.2197222222222,-0.106686293703521,7.0,85,DIG,dig,0.367,0.585,0.637,4899
1419,FEAR (BE AFRAID),害怕,604.9790243902436,-0.7344395845495149,18.0,7619,FEAR (BE AFRAID),fear,0.073,0.84,0.293,6547
1423,FIGHT,搏斗,742.064285714286,-0.372125466064695,17.0,9567,FIGHT,fight,0.531,0.868,0.809,6664
1424,YELLOW,黄色,659.4499999999999,-0.6123854346353996,17.0,8984,YELLOW,yellow,0.671,0.275,0.387,19911
1426,EXPENSIVE,昂贵,679.5744736842106,-0.5072775771287149,17.0,6080,EXPENSIVE,expensive,0.323,0.54,0.53,6281
1427,BEAUTIFUL,美丽,594.364358974359,-0.8129144366543265,16.0,7221,BEAUTIFUL,beautiful,0.875,0.614,0.648,1537
1429,FULL,全,714.3880487804878,-0.3508965839187806,6.0,54,FULL,full,0.602,0.255,0.704,7242
1430,STAR,恒星,775.8133333333335,-0.2158312904779949,18.0,6834,STAR,star,0.833,0.418,0.56,16800
1437,SPLIT,撕裂,673.7177500000001,-0.5123779986765528,27.0,10182,SPLIT,split,0.344,0.618,0.41,16652
1439,SWIM,游泳,649.6430000000001,-0.7451391080304559,20.0,9238,SWIM,swim,0.688,0.461,0.529,17452
144,MACHINE,机器,608.986842105263,-0.7076700128687126,22.0,4591,MACHINE,machine,0.51,0.5,0.707,10555
1442,STAND,站,667.7044736842106,-0.5773533967410021,10.0,388,STAND,stand,0.6,0.324,0.509,16786
1443,WALK,走,623.7458536585367,-0.7275227163804998,7.0,132,WALK,walk,0.643,0.412,0.45,19398
1447,GIVE,予,779.2852631578947,-0.2646872145171601,4.0,9,GIVE,give,0.75,0.346,0.5,7511
1448,HOLD,保持,639.3830769230769,-0.7038856014597628,18.0,6593,HOLD,hold,0.448,0.29,0.364,8415
1449,RUB,擦,731.7676923076924,-0.3527559964292318,17.0,751,RUB,rub,0.521,0.565,0.4,15155
1450,ROOM,房间,620.05575,-0.7503229262602826,15.0,5961,ROOM,room,0.729,0.283,0.445,15102
1451,SMILE,微笑,637.8263414634148,-0.7336622649208631,23.0,9531,SMILE,smile,0.906,0.598,0.618,16258
1452,PUSH,推,689.3419512195121,-0.4501594962257134,11.0,438,PUSH,push,0.417,0.608,0.524,14002
1456,THROW,投,650.8210000000001,-0.6817892116322721,7.0,106,THROW,throw,0.344,0.77,0.623,17932
1458,SAY,说,607.6892307692306,-0.8038343386192042,9.0,928,SAY,say,0.571,0.31,0.482,15377
1464,LADDER,阶梯,652.17075,-0.6198984228992426,17.0,11875,LADDER,ladder,0.56,0.438,0.358,9933
1465,BOX,箱子,614.0475609756098,-0.7170490260234695,18.0,10248,BOX,box,0.5,0.179,0.312,2062
1468,LOOK FOR,寻找,677.6815789473684,-0.4932903045027068,13.0,10753,LOOK FOR,search,0.635,0.58,0.462,15559
1469,WEEK,星期,685.8347500000002,-0.4799538075783155,21.0,6937,WEEK,week,0.51,0.231,0.351,19537
1471,WINTER,冬天,564.9092499999999,-0.8171937758476169,9.0,3211,WINTER,winter,0.663,0.355,0.5,19704
1472,KEY,钥匙,650.92975,-0.6450053041756875,20.0,11766,KEY,key,0.615,0.275,0.519,9808
1476,CHAIR,椅子,703.4973684210526,-0.4629840906141259,15.0,9209,CHAIR,chair,0.562,0.082,0.276,2774
1479,DOLPHIN,海豚,714.0535,-0.4762616949484924,21.0,7901,DOLPHIN,dolphin,0.776,0.35,0.414,5308
1480,BODY,身体,619.5810000000001,-0.7444619128102021,14.0,5425,BODY,body,0.694,0.461,0.571,1921
1481,HAMMER,锤子,735.1790000000001,-0.4154471670686023,16.0,11811,HAMMER,hammer,0.312,0.509,0.563,8013
1482,SHOULDER,肩膀,713.2910526315791,-0.4559924171157142,22.0,6364,SHOULDER,shoulder,0.562,0.286,0.406,15921
1484,OIL (ORGANIC SUBSTANCE),油,624.8548780487805,-0.6960076495599758,8.0,198,OIL (ORGANIC SUBSTANCE),oil,0.521,0.278,0.306,12089
1487,POUR,倒,722.0524999999998,-0.3755325034726047,10.0,786,POUR,pour,0.448,0.57,0.375,13419
1489,CLOUD,云朵,770.2802439024391,-0.2785681186629763,10.0,2426,CLOUD,cloud,0.74,0.133,0.342,3178
1490,RAT,鼠,676.9737499999999,-0.5535456874135126,13.0,629,RAT,rat,0.271,0.567,0.255,14230
1492,DUMB,笨,689.7036842105264,-0.5141453106297683,11.0,464,DUMB,dumb,0.188,0.33,0.151,5521
1495,HAPPY,高兴,633.4092857142857,-0.6924755643190205,16.0,8294,HAPPY,happy,1.0,0.735,0.772,8063
1499,JUICE,果汁,715.3151282051282,-0.4072401969980851,13.0,6145,JUICE,juice,0.776,0.281,0.352,9737
150,WORRY,发愁,646.148536585366,-0.6016528340997394,18.0,3354,WORRY,worry,0.245,0.776,0.267,19813
1502,GOAT,山羊,733.8855263157894,-0.4330320794126757,9.0,2253,GOAT,goat,0.448,0.304,0.364,7584
1507,FRUIT,水果,678.1690243902439,-0.5219161315694337,12.0,2976,FRUIT,fruit,0.896,0.291,0.312,7210
1508,KING,国王,679.2435897435898,-0.616936705327583,12.0,5734,KING,king,0.677,0.69,0.892,9854
1511,ROOSTER,公鸡,647.7230000000002,-0.6074925114818767,11.0,2513,ROOSTER,rooster,0.459,0.385,0.275,15108
1514,HEN,母鸡,703.4100000000001,-0.4245504345043934,12.0,3732,HEN,hen,0.385,0.276,0.241,8282
1517,WASP,黄蜂,812.2042105263156,-0.105367374479087,24.0,8989,WASP,wasp,0.39,0.62,0.406,19464
1518,STUPID,愚蠢,697.3465,-0.4677277131406591,34.0,9551,STUPID,stupid,0.133,0.51,0.2,17116
1519,RUN,跑,613.5012820512819,-0.6747382759282022,12.0,559,RUN,run,0.542,0.787,0.543,15195
152,HOOF,蹄子,909.0124324324324,0.265455796295973,19.0,10380,HOOF,hoof,0.427,0.341,0.365,8486
1521,SEEM,似乎,642.3436585365854,-0.6382565559920624,11.0,4836,SEEM,seem,0.471,0.302,0.298,15622
1522,SOCK,袜子,743.7489743589746,-0.4190017853044233,13.0,8871,SOCK,sock,0.5,0.167,0.29,16382
1523,FORGET,忘记,637.29375,-0.6778995888690299,12.0,5145,FORGET,forget,0.312,0.382,0.209,7021
1525,COAST,海岸,740.4567499999997,-0.4091476742263404,18.0,7894,COAST,coast,0.719,0.396,0.458,3209
1526,MEAL,饭菜,808.0544999999998,-0.1508075991450616,18.0,11977,MEAL,meal,0.833,0.461,0.473,10850
1528,FORGIVE,原谅,615.9682500000001,-0.8089961629039122,20.0,7582,FORGIVE,forgive,0.781,0.408,0.562,7024
153,GREY,灰色,672.2137500000001,-0.5616845589300381,12.0,4649,GREY,grey,0.347,0.14,0.295,7796
1533,BE HUNGRY,饿,725.5828205128206,-0.3709777208915503,10.0,996,BE HUNGRY,hungry,0.083,0.69,0.254,8631
1534,FEVER,发烧,643.3043902439026,-0.6296900685565947,15.0,3362,FEVER,fever,0.194,0.674,0.364,6633
1536,UNDERSTAND,明白,554.450975609756,-0.9551540242970056,13.0,6086,UNDERSTAND,understand,0.76,0.374,0.643,18669
1538,SCORPION,蝎子,779.691052631579,-0.1889900241069264,18.0,10264,SCORPION,scorpion,0.198,0.745,0.6,15482
1539,BASKET,篮子,738.3023684210526,-0.2965559372336798,19.0,11083,BASKET,basket,0.458,0.227,0.336,1459
1541,CULTIVATE,培育,780.0712500000001,-0.2793359720783117,19.0,8385,CULTIVATE,cultivate,0.708,0.41,0.598,4232
1543,SNAIL,蜗牛,688.7002631578947,-0.5259858027841992,17.0,11325,SNAIL,snail,0.48,0.104,0.296,16293
1545,HOST,主人,618.2236585365854,-0.7155825310687823,7.0,3126,HOST,host,0.693,0.471,0.537,8543
1548,UGLY,丑陋,721.7945,-0.3893257647976429,12.0,2380,UGLY,ugly,0.167,0.63,0.254,18531
1550,PREVENT,阻止,637.5482926829269,-0.6388871623668373,11.0,6516,PREVENT,prevent,0.635,0.481,0.575,13599
1556,YOLK,蛋黄,803.457297297297,-0.0735428403357948,22.0,8863,YOLK,yolk,0.49,0.306,0.28,19930
1558,SIMILAR,类似,747.0285000000001,-0.2594213737281812,15.0,7211,SIMILAR,similar,0.562,0.25,0.423,16031
1560,FACE,脸,652.4905128205129,-0.670591540820634,11.0,802,FACE,face,0.571,0.173,0.453,6402
1561,ARMY,军队,659.5394871794874,-0.4527591730239901,10.0,10651,ARMY,army,0.417,0.759,0.902,951
1562,MIND,脑海,713.782,-0.3932083193458514,20.0,11273,MIND,mind,0.65,0.388,0.627,11097
1563,PYTHON,蟒蛇,733.7167500000002,-0.2877357074271538,27.0,10452,PYTHON,python,0.219,0.618,0.618,14025
1564,LAZY,懒惰,763.7661538461538,-0.2936858963140311,28.0,10821,LAZY,lazy,0.392,0.264,0.096,10062
1565,HEAVEN,天堂,622.4572499999999,-0.7112468538625157,15.0,2677,HEAVEN,heaven,0.896,0.385,0.6,8219
1568,ARRANGE,安排,712.1748717948718,-0.4818344055928378,17.0,4425,ARRANGE,arrange,0.74,0.49,0.571,958
1569,CHEESE,芝士,778.7444444444444,-0.1825208755327943,9.0,6377,CHEESE,cheese,0.74,0.28,0.281,2882
1573,SWELL,膨胀,750.0419999999999,-0.392247266330418,24.0,10371,SWELL,swell,0.36,0.679,0.348,17444
1574,FLOAT,漂浮,659.0580000000003,-0.5196905066939768,24.0,9955,FLOAT,float,0.688,0.394,0.344,6862
1575,COCKROACH,蟑螂,746.9958974358975,-0.270556303417085,31.0,10451,COCKROACH,cockroach,0.188,0.667,0.196,3225
1585,SLEEP,睡觉,670.3245,-0.5725626401285873,22.0,9995,SLEEP,sleep,0.719,0.09,0.339,16170
1590,WAIT (FOR),等待,651.5617500000001,-0.6627531554157284,21.0,9334,WAIT (FOR),wait,0.224,0.167,0.264,19390
1592,CHEST,胸口,700.1395000000001,-0.4900996492090848,13.0,8122,CHEST,chest,0.52,0.429,0.481,2900
1594,FLOUR,面粉,636.7555,-0.5997446700966553,19.0,7423,FLOUR,flour,0.53,0.235,0.239,6878
1597,AIRPLANE,飞机,584.7165789473684,-0.8238105083354349,9.0,2325,AIRPLANE,airplane,0.719,0.702,0.708,442
1598,NORTH,北,620.0385365853659,-0.6920998935520731,5.0,30,NORTH,north,0.531,0.255,0.45,11845
1600,SKIRT,裙子,719.5033333333334,-0.4855360306781751,15.0,9759,SKIRT,skirt,0.602,0.463,0.226,16131
1601,WEAK,衰弱,759.4565853658538,-0.381963682091351,20.0,8175,WEAK,weak,0.18,0.241,0.045,19502
1606,INSIDE,里面,623.7175,-0.6807610490463449,16.0,5473,INSIDE,inside,0.612,0.404,0.472,9289
1607,HATE,恨,677.6112499999998,-0.5260488921740267,9.0,256,HATE,hate,0.031,0.802,0.43,8125
1609,IDEA,主意,699.9967499999999,-0.507883938829593,18.0,3141,IDEA,idea,0.75,0.538,0.704,8723
1610,PROSTITUTE,妓女,655.8120512820511,-0.6102428075599619,10.0,5068,PROSTITUTE,prostitute,0.167,0.86,0.427,13825
1613,COLOR,颜色,619.7395121951218,-0.7330768433408856,21.0,11958,COLOR,color,0.786,0.28,0.402,3317
